ID,NES
AHR,1.789150527604616
FOS,-1.6126818845135067
AR,-0.6420651163177651
ERG,0.9049714380771265
ESR1,-5.047927042460546
FOXA1,-1.8820942844761697
FOXO3,-0.7464191582027636
JUN,1.564192158443626
MYC,2.1047549850644582
NCOR2,-1.6017156058825268
NFKB1,3.63881571083412
RARA,-3.062267533452273
RELA,1.9478933764688242
FOXP1,-0.6762198710715884
SMAD3,-0.7362560640068019
ARID2,-0.15571193217688406
ARNT,-0.3914408697933736
ASCL1,-1.9369679864948328
ATF1,-1.6929232462168986
EGR1,-2.1606947636499276
ATF2,1.5222169311033555
ATF3,0.2352658095010495
KLF6,0.1858182429048159
TP53,-0.8878464454902575
ATF4,0.9212355778698952
ATF7,-1.9545414465893123
BACH1,0.43746070317638325
MAFG,-1.3227825885927333
BACH2,1.3444395725985712
ETS1,1.3041182311017443
BATF,3.2529267975300176
BCL11A,-0.18486453223731283
PAX5,0.3948557214428499
RUNX3,2.5719063751270532
BCL3,0.9823670971642222
BHLHE40,-0.4105342503011215
IRF1,4.542765754649401
NFKB2,1.2971328168469616
RUNX1,-0.11549913490651871
STAT1,2.844104287261037
STAT3,2.219625618951882
BCL6,-0.8662989589131141
FOXO1,-0.7919511554100311
IRF4,1.0404946710025214
CUX1,-1.911386646732311
EPAS1,4.998149944380452
NR4A1,-1.7924358634681867
CDX2,-1.943360517059462
KLF4,-0.423046246457724
CEBPA,-1.1936862512868767
FOXA2,-2.0962735044238268
HNF4A,-4.042011545517662
MYB,0.44915586083157566
PPARG,0.5662374000053816
CEBPB,-1.4346844704311763
CEBPD,1.3190150477817737
CEBPG,0.4058080561914438
CLOCK,-2.0364379438285325
CREB1,-1.3825066571884002
MITF,0.3030910025955227
CREM,-1.3490347893350565
TCF7,1.5107982969735432
CTCF,-4.117081475784404
WT1,-0.07619074802719604
YY1,-0.8736159296944167
CTCFL,-1.8583669911330642
NFIC,-1.667891886143266
DUX4,-0.44491878724541095
E2F1,1.0086730009030163
E2F6,-1.1508357222791554
NR2F2,-1.0240256855496066
SP1,1.6055959811229146
SP3,2.343196956358682
TP73,-0.9376408018773356
E2F4,3.769411303491734
E2F7,1.5838871491780666
EBF1,-0.11652669015137743
POU2F2,2.5875740527897455
ELK1,-0.5492361304324802
ETS2,4.633021092434347
GATA2,-1.0518029113023184
SRF,-1.675384083812732
TFAP2A,-2.5665335228760373
USF2,0.17829105119869446
ELF1,0.5911382443374913
ELF3,-1.5298927074654012
TBP,0.008468532450905435
GATA3,-2.41734466863725
GRHL2,-3.6596056222884474
HIF1A,5.456765570811252
NR5A2,-1.481901193974601
PGR,-1.3256523609277522
RUNX2,0.9159585220707048
STAT5A,1.5537921114977353
TFAP2C,-8.044758413651941
TP63,-2.743024352524112
ESR2,-0.4503336300898606
ESRRA,-4.617159259753357
ETV4,0.23956684721331378
FLI1,1.8925233990115948
FOSL1,1.5544493317077648
NFATC1,0.4505749490748777
NFE2L2,0.6438901049575314
NR3C1,-1.021087806239078
SMAD4,-1.0323893509466258
SPI1,5.024090273959153
TAL1,-0.7615701926578343
ETV1,-1.0876358550733751
GATA1,-0.5129752108422002
FOSL2,0.9959170807156732
FOXJ2,-0.22096028694481373
TFAP4,-3.8647747763240563
FOXK2,-1.4625738941040813
MNT,-1.8956996320709414
FOXM1,4.632103853223469
HBP1,0.623615054245176
KMT2A,-1.7781642675333318
MAFF,-3.144786880678711
MEF2C,0.9259867798451171
MEIS2,-1.8290764502740653
MXI1,-1.8927921763066862
PBX3,-1.9158982020727942
RBPJ,2.7883720359502036
SOX13,-2.6116582362872
TCF12,-0.8153814569612973
TCF4,-1.7062466558383285
TCF7L2,-1.2693066144101484
ZNF384,-1.1186636573354365
ZNF740,-3.5864407833391425
FOXP2,0.42128876098489687
GABPA,0.4865487607619783
SOX6,-1.5750952727891745
GATA6,-2.332317745068147
GFI1B,-0.9677115655338202
ZFX,-0.67101984605309
HMBOX1,0.18394028403435655
HNF1B,-2.5864619946304552
RXRA,-1.2974001016082375
HNF4G,-2.0386784188334883
HOXB13,-1.6848388110787484
HSF1,-2.9477539646923954
IKZF1,2.1303475519276742
ZEB2,2.035296272501699
IRF2,1.245738777955211
ZNF263,-7.412212793655984
IRF3,-3.6444061576573197
IRF9,0.6618743269877543
JUNB,0.1353126843399465
JUND,0.30998994497322935
KLF1,-1.8217622532697797
KLF13,-2.4412994975134383
KLF5,-3.3016551705996737
SREBF1,-3.452345008458628
KLF9,-2.5085951654946044
LEF1,-0.38517273747727965
TBXT,-2.517099895589295
LYL1,4.517703500903284
MAF,0.20474477541028652
MAFB,-0.5408588399637377
SOX9,-3.8602657856711535
MAFK,-2.316185575445402
MAX,-1.7929768868326383
MAZ,-2.909531703804678
MBD1,-4.35185258895497
MEF2A,-0.23851680994284233
MEF2B,-0.16123838941185378
MEIS1,-1.5915454431849851
ONECUT1,-1.361677353380933
SOX10,-1.5867228436541658
MTA1,-5.729709210311361
MTA2,-1.046068091521594
MYCN,-0.520495206932259
MYBL2,0.5805630661791781
MYOD1,-2.4183369043488767
NANOG,-2.443592993738048
POU5F1,-2.4959756379925304
SOX2,-2.949414323042504
TCF3,-0.1581811882517959
NFE2,0.4912006884321056
NFE2L1,-1.5264282424026032
RELB,0.2418166907146541
TBX21,1.0606087597082328
NFYA,-2.0400500160275965
NFYB,1.0678420513688103
NONO,-1.2610090663352573
NR2C2,-0.3350662284803024
NR2F1,-3.723748366041766
NR2F6,-1.6300864444557106
VDR,-0.8329758679781186
NRF1,-3.463423833806604
PAX6,-1.1740220176841776
PBX2,-2.438797201698648
PDX1,-0.7959827941221643
PKNOX1,-1.603922713916553
POU2F1,0.5118756344576763
POU4F2,-0.44866564695567374
PPARA,-0.882993287051692
PRDM1,-0.1890750763100543
PRDM14,-6.070820131801526
STAT5B,1.7250685669518913
REST,-0.20775025631079616
RFX1,-3.321468706185589
RFX5,2.940552656670675
SOX11,-1.6216064745916925
SIX2,-2.6253201080999222
SIX5,-3.53691410637137
SMAD2,-0.0281266844316647
SNAI2,-1.1625023157246068
SNAPC4,-4.094998396410384
SP4,-1.235471050980135
SPIB,1.8828383073454036
SREBF2,-3.993084948364218
SSRP1,1.9631403283123219
STAT2,6.2602886711506605
TAF1,-0.9232226094234801
TEAD1,-1.7561387481904274
TCF25,-2.6262718971985533
TEAD2,-1.107100518376055
TEAD4,-1.4952263408257618
TFDP1,4.009572755827786
THAP1,-2.9104608257518563
THAP11,0.05361965188099113
TWIST1,-0.4099116710355122
USF1,1.764361790698594
ZBTB33,1.8648996345615507
ZBTB7A,-5.717549892326948
ZEB1,-1.4163658853698098
ZKSCAN1,-0.7287726299944246
ZNF143,-1.0520394209359345
ZNF639,1.3523519185043205
